name	year	occupation
James Bryant Conant	1893	teacher,politician,diplomat,chemist,university teacher
James Buchanan	1791	lawyer,politician,diplomat,statesperson
James Buffington	1817	politician
James Byeram Owens	1816	politician
James C. C. Black	1842	lawyer,politician
James Caan	1940	actor,character actor,film director,karateka,television actor,film actor
James Cagney	1899	character actor,stage actor,film director,television actor,film actor,trade unionist
James Chambers	1920	musician,music teacher,horn player
James Charles Phillips	1933	physicist,university teacher
James Clavell	1921	screenwriter,writer,film director,film producer,novelist
James Clifton Wilson	1874	judge,lawyer,politician
James Coburn	1928	screenwriter,actor,television director,stage actor,voice actor,television actor,film actor
James Comey	1960	lawyer,politician,jurist,university teacher
James Cooke Brown	1921	writer,sociologist,game designer,novelist,science fiction writer
James Crabe	1931	cinematographer
James Cromwell	1940	actor,character actor,stage actor,voice actor,television actor,film actor
James Cronin	1931	physicist,university teacher,nuclear physicist
James Curnow	1943	composer,music teacher
James Cutler Dunn Parker	1828	composer,pianist,music teacher
James D. Porter	1828	judge,lawyer,diplomat
James D. Watson	1928	writer,physicist,zoologist,chemist,biologist,university teacher,biochemist,geneticist,academic,biophysicist,molecular biologist
James De La Montanya	1798	politician
James Dean	1931	actor,stage actor,racing automobile driver,television actor,film actor
James Deen	1986	pornographic actor,filmmaker,film director,film producer,blogger,television actor,film actor
James Denton	1963	actor,singer,guitarist,television actor,film actor
James Dutton	1968	astronaut,military officer
James E. Davis	1962	politician,police officer
James Earl Jones	1931	stage actor,voice actor,television actor,film actor,dub actor
James Earl Ray	1928	dentist,dental person
James Edward Grant	1905	screenwriter,writer,film director,film producer
James Ellroy	1948	screenwriter,writer,novelist,autobiographer
James Euringer	1969	actor,singer
James F. Blake	1912	bus driver
James Fauntleroy II	1984	singer,record producer,singer-songwriter,songwriter,recording artist
James Fenimore Cooper	1789	writer,military officer,biographer,children's writer,novelist
James Fisk	1835	stockbroker
James Francis Miller	1830	lawyer,politician
James Franck	1882	physicist,chemist,university teacher
James Franco	1978	screenwriter,actor,writer,teacher,poet,playwright,television presenter,film director,film producer,film editor,television actor,film actor
James Freeman Clarke	1810	writer
James G. Clinton	1804	judge,lawyer,politician,military officer
James Galanos	1924	fashion designer
James Gandolfini	1961	actor,television actor
James Garner	1928	actor,military personnel,television producer,film producer,television actor,film actor
James George Needham	1868	zoologist,biologist,university teacher,entomologist
James Gilbert Baker	1914	astronomer
James Gleick	1954	writer,biographer,journalist,historian of science
James Goldstone	1931	screenwriter,film director,film producer
James Goodnight	1943	businessperson,computer scientist,entrepreneur,statistician
James Guyon	1778	politician
James H. Billington	1929	librarian,historian,university teacher
James H. Brady	1862	politician
James H. Salisbury	1823	inventor,military physician
James Hamilton Peabody	1852	politician
James Hampton	1909	artist
James Harden	1989	basketball player
James Henry Carleton	1814	military officer
James Hill	1916	screenwriter,film director,film producer
James Hoge Tyler	1846	politician,historian,genealogist
James Horner	1953	composer,conductor,musician,film score composer,orchestrator
James Humphrey	1811	lawyer,politician
James I. Dolliver	1894	lawyer,politician
James I. Roosevelt	1795	judge,lawyer,businessperson,politician
James Indus Farley	1871	politician
James Ingo Freed	1930	architect,university teacher
James Irwin	1930	astronaut,military officer,aircraft pilot,aerospace engineer
James Ivory	1928	screenwriter,film director,film producer
James J. Braddock	1905	boxer
James Johnson	1800	lawyer,politician
James Jones	1772	politician
James Joseph Dresnok	1941	military personnel,educator,film actor
James K. Galbraith	1952	economist,university teacher,journalist,non-fiction writer
James K. Gibson	1812	politician
James K. Polk	1795	lawyer,politician,farmer,statesperson
James Kirby Martin	1943	historian
James Kottak	1962	singer,drummer,musician,songwriter,guitarist,percussionist
James L. Brooks	1940	screenwriter,writer,television producer,film director,film producer
James L. Conway	1950	screenwriter,television producer,film director,film producer
James L. Hodges	1790	lawyer,politician
James Lankford	1968	politician,director
James Lavadour	1951	painter,graphic artist
James Lent	1782	judge,politician
James Leonard Corning	1855	neurologist
James Levine	1943	conductor,pianist,musician
James Lightbody	1882	athletics competitor
James Linn	1749	judge,lawyer,politician
James M. Buchanan	1919	economist,university teacher
James M. Cain	1892	screenwriter,writer,reporter,journalist,novelist,film screenwriter
James M. H. Beale	1786	politician
James M. Kelly	1964	astronaut,test pilot,air force officer
James M. Richardson	1858	politician,editor,journalist
James Madison	1749	priest,Christian minister
James Madison	1751	writer,lawyer,politician,diplomat,statesperson,philosopher
James Madison Porter	1793	judge,lawyer,politician
James Maslow	1990	actor,singer,singer-songwriter,musician,model,dancer,television actor,film actor,manufacturer,YouTuber
James Massey	1934	engineer,computer scientist,mathematician,university teacher,cryptologist
James Mather	1750	politician
James Mattis	1950	military officer,army officer
James Maurice	1814	lawyer,politician
James McClelland	1948	computer scientist,university teacher,academic
James McHenry	1753	politician,statistician
James McLamore	1926	businessperson
James McNeill Whistler	1834	writer,illustrator,painter,etcher,printmaker,lithographer
James Meredith	1933	lawyer,civil rights advocate
James Michael Harvey	1949	Catholic priest
James Mitchell Varnum	1748	judge,military officer
James Monroe	1758	writer,lawyer,politician,farmer,diplomat,statesperson
James Monroe	1799	politician
James Monroe	1821	politician,diplomat,university teacher
James Murray Mason	1798	lawyer,politician,diplomat
James Naismith	1861	writer,physician,inventor,cleric,head coach,basketball player,basketball coach
James Newton Howard	1951	composer,conductor,record producer,pianist,songwriter,film score composer
James O. McKinsey	1889	businessperson,certified national public accountant,university teacher,manager
James P. Pope	1884	lawyer,politician
James Patrick Stuart	1968	actor,voice actor,television actor,film actor
James Paul Johnson	1930	judge,lawyer,politician,military officer
James Pickens	1954	actor,television actor,film actor
James R. Grover	1919	lawyer,politician
James R. Heath	1962	chemist,university teacher
James R. Schlesinger	1929	politician,economist,university teacher
James Rado	1932	screenwriter,actor,writer,composer,playwright,stage actor,director,television actor,film actor
James Rainwater	1917	physicist,university teacher,nuclear physicist
James Ransone	1979	actor,musician,model,television actor,film actor
James Rector	1884	lawyer,athletics competitor
James Rhyne Killian	1904	scientist,academic administrator
James Ritty	1836	businessperson,inventor
James Roday Rodriguez	1976	screenwriter,actor,writer,television producer,stage actor,film director,television actor,film actor
James Rumbaugh	1947	engineer,computer scientist
James Russell	1986	baseball player
James S. Boynton	1833	judge,lawyer,politician
James S. Golden	1891	lawyer,politician
James S. T. Stranahan	1808	politician
James Sethian	1954	mathematician,university teacher
James Sheakley	1829	judge,lawyer,politician
James Spader	1960	television actor,film actor
James Stavridis	1955	sailor,university teacher,soldier,naval officer,international forum participant
James Stewart	1908	screenwriter,actor,military personnel,poet,military officer,character actor,television director,aircraft pilot,stage actor,voice actor,film director,television actor,film actor
James T. Johnston	1839	lawyer,politician
James T. Jones	1832	judge,lawyer,politician
James Taylor	1948	writer,singer-songwriter,musician,guitarist,recording artist
James Thomson	1958	biologist,university teacher,molecular biologist
James Thurber	1894	screenwriter,writer,journalist,children's writer,novelist,essayist,humorist,drawer,short story writer,autobiographer,science fiction writer
James Tillis	1957	boxer
James Tobin	1918	military personnel,professor,economist,statistician
James V. Hansen	1932	businessperson,politician,real estate agent,business executive
James Van Allen	1914	astronomer,professor,physicist,university teacher,earth scientist,nuclear physicist
James W. Covert	1842	judge,lawyer,politician
James W. Marshall	1810	carpenter,joiner,explorer
James W. McCord, Jr.	1924	spy
James W. Wood	1924	military officer,aircraft pilot,aerospace engineer
James Wallace Black	1825	photographer
James William Good	1866	lawyer,politician
James Wong Howe	1899	cinematographer,camera operator,film director,director
James Woods	1947	actor,poker player
James van Riemsdyk	1989	ice hockey player
Jami Gertz	1965	actor,stage actor,television actor,film actor
Jamie Anne Allman	2000	actor,television actor,film actor
Jamie Chung	1983	model,television actor,film actor,screenwriter,actor,voice actor
Jamie Foxx	1967	actor,writer,singer,comedian,pianist,songwriter,rapper,voice actor,film director,film producer,television actor,film actor,game show host
Jamie Hampton	1990	tennis player
Jamie Lee Curtis	1958	actor,writer,executive producer,children's writer,international forum participant
Jamie Luner	1971	actor,television actor,film actor
Jamie Lynn Gray	1984	sport shooter
Jamie Lynn Spears	1991	actor,singer,singer-songwriter,musician,voice actor,television actor,film actor
Jamie Noble	1976	professional wrestler
Jamie Zawinski	1968	engineer,computer scientist,programmer,blogger,nightclub owner
Jamie-Lynn Sigler	1981	actor,singer,podcaster
Jan Brewer	1944	politician
Jan Davis	1953	astronaut,engineer,biologist
Jan Harlan	1937	film director,film producer
Jan Henne	1947	swimmer
Jan Karski	1914	writer,teacher,jurist
Jan Meyerowitz	1913	writer,composer,conductor,pianist,university teacher,musicologist
Jan Stenerud	1942	American football player
Jan Sterling	1921	stage actor,television actor,film actor
Jan Valtin	1904	writer,spy,autobiographer
Jan Valtin	1905	writer,spy,autobiographer
Jan-Michael Gambill	1977	tennis player
Jana Bieger	1989	artistic gymnast
Jana Centeno	1983	actor,singer,songwriter,television actor,film actor
Jana Novotná	1968	coach,tennis player,tennis coach
Janay DeLoach	1985	athletics competitor
Jane Addams	1860	writer,suffragette,human rights activist,journalist,sociologist,philosopher,social worker,social critic,political theorist,peace activist,social reformer,autobiographer,women's rights activist
Jane Alexander	1939	writer,stage actor,television actor,film actor
Jane Badler	1953	singer,stage actor,model,television actor,film actor,beauty pageant contestant
Jane Barkman	1951	swimmer
Jane Bowles	1917	writer,playwright,novelist
Jane Curtin	1947	actor,comedian,television actor,film actor
Jane Darwell	1879	stage actor,film actor
Jane Dee Hull	1935	politician
Jane Elliot	1947	actor,television actor,film actor
Jane Espenson	1964	screenwriter,writer,television producer
Jane Fonda	1937	actor,writer,stage actor,voice actor,film producer,model,television actor,film actor,autobiographer
Jane Getz	1948	pianist,jazz musician
Jane Grant	1892	journalist
Jane Greer	1924	actor,singer,musician,television actor,film actor
Jane Harman	1945	politician,adjunct professor
Jane Holzer	1940	actor,film producer,model,film actor
Jane Ising	1902	professor,economist,university teacher
Jane Jacobs	1916	writer,urban planner,economist,author,journalist,sociologist
Jane Jensen	1963	writer,computer scientist,game designer,novelist,science fiction writer
Jane Kaczmarek	1955	actor,stage actor,voice actor,television actor,film actor
Jane Krakowski	1968	actor,child actor,musical theatre actor,stage actor,television actor,film actor,game show host
Jane Kramer	1938	writer,university teacher,journalist
Jane Lindskold	1962	writer,novelist,science fiction writer
Jane Lubchenco	1947	zoologist,university teacher,oceanographer,environmentalist,marine biologist,ecologist
Jane Luu	1963	astronomer
Jane Lynch	1960	writer,singer,character actor,stage actor,voice actor,television actor,film actor,autobiographer,game show host
Jane Martin	1955	writer,playwright
Jane Morgan	1924	singer,stage actor,television actor
Jane Pierce	1806	politician
Jane Powell	1929	actor,singer,musician,stage actor,dancer,television actor,film actor
Jane Russell	1921	actor,singer,model,television actor,film actor
Jane Schaberg	1938	historian,theologian,university teacher,religious studies scholar
